id,name,aliases,entity_type,risk_category,risk_score,country,date_of_birth,passport_number,national_id,address,phone_number,email,designation,sanctions_list,list_date,status,notes,last_updated
WL_000276,Omar-Holly Martinez,Hannah Donovan,Individual,Human Trafficking,0.94,Lebanon,1960-08-19,,888-01-1613,"9003 Nicholas Grove, Jessicaton, WI 71869",,jimenezantonio@example.org,Animator,UN,2023-07-10,Under Review,Teacher available summer share against international. Director enter bank call public you. Policy thought free high memory early.,2025-03-26
WL_000277,"Mack, Jones and Hernandez 902",,Aircraft,Terrorism Financing,0.86,Somalia,,,,"138 Gail Canyon, New Dennisshire, NV 69579",5947625140,,,FATF,2018-03-07,Active,"Generation professor until particularly let exactly the. Pass condition month paper set cost.
Knowledge player career. Civil student run three military possible first. Argue white them prevent.",2025-03-20
WL_000278,"White, Brown and Rivas Council",,Organization,Corruption,0.69,Cuba,,,,"07791 Cline Centers Apt. 000, Port Patriciafurt, HI 28960",001-830-239-2069x3586,,,UN,2019-03-18,Active,Yard style wait simple ready cold hope. Center company might director fire Mr. Prevent stop throughout ability. Note under near pattern indeed reflect difference movement.,2024-11-05
WL_000279,MV Benjamin Herrera,,Vessel,Fraud,0.95,Russia,,,,"9918 Jackson Plaza Apt. 172, Shellychester, OH 48473",361.286.5030,,,ED,2021-03-26,Active,,2024-07-03
WL_000280,Perez-Kim Syndicate,,Organization,Organized Crime,0.88,India,,,,"4206 Smith Curve Suite 167, Thompsonhaven, MN 52909",(404)968-6378x473,,,FATF,2017-04-27,Active,"Part still whose miss until catch. Civil chance physical community include remain.
Different tough plant institution sure before above. Inside wall own available student.",2024-09-19
WL_000281,Eric Perez,Samantha West; Larry Garcia,Individual,Drug Trafficking,0.73,Cuba,1972-06-15,T98068207,,"PSC 2807, Box 8555, APO AP 02857",,richardpadilla@example.com,,SEBI,2016-12-12,Under Review,,2025-02-28
WL_000282,"Hopkins, Greene and Pham Gang",Weber Ltd,Organization,Organized Crime,0.65,Belarus,,,,"Unit 0993 Box 2756, DPO AE 92350",,,,UN,2022-03-12,Inactive,,2025-02-27
WL_000283,MV Thomas Wong,,Vessel,Corruption,0.98,North Korea,,,,"6133 Aaron Ports Apt. 336, North Monica, NY 63275",001-310-252-1916x897,,,OFAC,2021-05-16,Inactive,,2025-05-15
WL_000284,Lewis Inc 788,,Aircraft,Corruption,0.82,China,,,,"17991 Michele Row Apt. 822, Port Ricardo, AS 79234",,,,UN,2022-12-11,Inactive,,2024-12-03
WL_000285,MV Kenneth Scott,,Vessel,Politically Exposed Person (PEP),0.87,Belarus,,,,"36565 Kyle Shoals, New Marybury, RI 11978",,,,UN,2023-04-16,Under Review,,2024-11-18
WL_000286,MV Sharon Gould,,Vessel,Organized Crime,0.88,Syria,,,,"775 Michelle Knolls, Hollymouth, OH 01036",709.868.1255x68615,,,RBI,2020-06-24,Under Review,Cold leave throughout give model miss worker. Thus century pattern plant entire Mr subject. Idea area sell history.,2024-09-24
WL_000287,"Martin, Parsons and Banks Trust",,Organization,Organized Crime,0.98,Mali,,,,"754 Krystal Gardens Apt. 172, North Alison, PW 75348",,emilyfuentes@example.net,,EU,2017-05-29,Inactive,,2025-03-23
WL_000288,Sergio Silva,Angela Rose; Kristina Garcia MD; Pamela Reynolds,Individual,Tax Evasion,0.8,Pakistan,1984-05-17,,369-72-5511,"PSC 0817, Box 9230, APO AA 49630",+1-453-327-0792x67787,mariabennett@example.net,,FATF,2023-05-03,Active,,2024-12-10
WL_000289,"Rice, Butler and Miller Cartel",,Organization,Terrorism Financing,0.99,Venezuela,,,,,915.244.4413,,,EU,2024-06-12,Under Review,,2025-01-28
WL_000290,MV Jason Montes,,Vessel,Organized Crime,0.76,Iran,,,,"PSC 8528, Box 0484, APO AE 34254",320-314-1795,,,FATF,2016-01-25,Active,"Less so market Republican growth. Brother approach around yourself become. Piece information any.
Walk man response fear relationship particularly health.",2025-03-12
WL_000291,MV Robert Vasquez,,Vessel,Drug Trafficking,0.62,Libya,,,,,+1-664-987-4018,,,RBI,2020-08-24,Active,,2025-01-04
WL_000292,Brian Herring,,Individual,Politically Exposed Person (PEP),0.89,Nicaragua,1956-12-31,312411844,628-99-0899,"53879 Hansen Flat, East Robert, CO 54343",691-508-3094,nelsonheather@example.com,,FATF,2019-05-21,Active,,2025-03-13
WL_000293,MV Laura Brown,,Vessel,Corruption,0.79,India,,,,"5529 Rebecca Drive, New Brandonstad, NH 37549",627-552-5459x700,nicolephelps@example.net,,FATF,2023-08-23,Under Review,,2024-10-22
WL_000294,"Brooks, Walker and Smith 533",,Aircraft,Politically Exposed Person (PEP),0.97,Pakistan,,,,"9745 Phillip Corners, Wayneshire, MT 19407",,,,FATF,2021-11-21,Active,"Small environmental establish model manager before. Situation civil trial. Class case anything probably a.
Maintain million several reduce.",2025-04-05
WL_000295,"Sawyer, Cook and Lee 636",,Aircraft,Drug Trafficking,0.63,Nicaragua,,,,"164 Taylor Ways, Davidstad, MH 24358",001-379-976-7652x31388,hughesmeagan@example.com,,EU,2018-02-16,Under Review,,2024-10-08
WL_000296,"Rodriguez, Green and Weaver",Lawrence Group,Organization,Tax Evasion,0.99,North Korea,,,,,,mooreethan@example.org,,ED,2020-04-03,Under Review,See fund treatment example purpose memory. Loss training wrong skill. Marriage center language value certain ten purpose.,2025-06-02
WL_000297,Mooney-Wheeler 669,,Aircraft,Money Laundering,0.99,Afghanistan,,,,"7833 Crystal Way, Danielmouth, AK 90738",,,,OFAC,2023-07-01,Inactive,,2025-05-16
WL_000298,"Johnson, Deleon and Miller",,Organization,Human Trafficking,0.61,Nicaragua,,,,"7804 Price Tunnel Apt. 611, South Josephtown, MH 99822",,,,ED,2022-10-05,Inactive,,2025-06-06
WL_000299,Thomas-Orozco 148,,Aircraft,Politically Exposed Person (PEP),0.64,Yemen,,,,"47079 Hector Shoals Apt. 420, West Christineview, DC 33016",967-926-6748x88727,,,RBI,2017-10-29,Active,,2024-12-18
WL_000300,Torres Ltd,Bell Inc,Organization,Terrorism Financing,0.61,North Korea,,,,"0866 Dunn Mountains Apt. 073, Baileyland, TN 71778",,jamiegarcia@example.net,,UN,2016-10-12,Active,"Travel major my where station work American. Easy reach audience article federal give.
Certain why radio leader soldier government size happy. American firm add.",2024-12-19
WL_000301,Jorge Miller,Thomas Farley,Individual,Sanctions Violation,0.86,Cuba,1949-12-12,907966187,,"85015 Eric Dale Apt. 698, Mckinneymouth, MN 11255",5636624327,,Dietitian,OFAC,2018-10-16,Under Review,,2025-01-14
WL_000302,Lopez PLC Movement,Delacruz Group,Organization,Money Laundering,0.67,Mali,,,,,,,,OFAC,2015-09-08,Under Review,Central area toward add million southern region. About project party area consumer realize. Speech health nation light. Defense sing able some voice.,2024-07-09
WL_000303,Wise Group 259,,Aircraft,Tax Evasion,0.7,North Korea,,,,"958 Tammy Ports, Davidtown, MN 88094",,vasquezjeffrey@example.com,,OFAC,2017-11-28,Inactive,,2024-11-19
WL_000304,Simmons LLC 307,,Aircraft,Politically Exposed Person (PEP),0.62,Sudan,,,,"472 Jenkins Squares, Mitchellmouth, OR 66589",,,,RBI,2021-09-22,Under Review,,2025-01-03
WL_000305,MV Dawn Robinson,,Vessel,Tax Evasion,0.73,North Korea,,,,"95149 Carolyn Road Apt. 139, Lake Rhonda, ND 41758",(476)643-9523,,,FATF,2022-05-29,Active,,2025-02-15
WL_000306,Colon-Mccoy Syndicate,,Organization,Corruption,0.91,Myanmar,,,,,,cgray@example.com,,SEBI,2017-09-06,Under Review,,2025-02-05
WL_000307,Daniel Johnson,,Individual,Tax Evasion,0.88,Lebanon,1948-02-14,,,,(243)454-6235x937,laurajohnson@example.org,Electronics engineer,SEBI,2019-12-16,Inactive,,2025-03-08
WL_000308,Klein Ltd,,Organization,Money Laundering,0.92,Somalia,,,,"Unit 3536 Box 3069, DPO AA 79227",+1-267-258-3839x7106,hruiz@example.com,,EU,2018-11-29,Active,"Moment hard away choice ready than other. Never meet including TV home owner manage.
Structure last research say hear probably guess. Painting condition phone resource person.",2025-02-16
WL_000309,Abdul-David Page,Kelly Mitchell,Individual,Terrorism Financing,0.79,Belarus,1972-10-14,741093301,715-83-4369,"84533 Little Port, Kimville, MS 27548",,,,ED,2018-08-07,Under Review,"Themselves myself because institution practice this become school.
Street whom edge pay blue. Control trip education national. Half reflect science apply fear perform.",2024-08-30
WL_000310,"Lee, Stevens and Barr 609",,Aircraft,Tax Evasion,0.82,Nicaragua,,,,"274 Williams Rapid Apt. 701, Port Matthewberg, GA 23387",7503500634,bmarks@example.org,,UN,2020-12-14,Under Review,History summer learn then green camera garden. Thus sign like item own year. Language blue writer financial.,2025-03-01
WL_000311,MV Matthew Chang,,Vessel,Drug Trafficking,0.75,Myanmar,,,,"8485 Burke Drive Apt. 964, Christineshire, GA 48518",419-937-3743x731,,,FATF,2025-06-16,Active,Political wall dog a conference fill. Only his serious some service. Specific fast religious position west.,2024-08-21
WL_000312,Harris Ltd 115,,Aircraft,Human Trafficking,0.86,Russia,,,,"54586 Miller Village, Rosemouth, UT 55283",,,,ED,2018-01-25,Active,,2024-10-05
WL_000313,Shelly Webster,Sierra Vazquez,Individual,Money Laundering,0.94,Iran,1968-05-20,,041-48-3728,"649 Young Bridge Apt. 685, Rogersberg, UT 04024",796.844.8933x3788,john05@example.com,Environmental consultant,SEBI,2025-01-19,Active,,2024-07-27
WL_000314,Fields-Smith 768,,Aircraft,Politically Exposed Person (PEP),0.85,Russia,,,,"897 Brown Drives, Lake Larry, MI 23371",(557)455-2261x46677,,,FATF,2021-08-13,Inactive,Include perform second into western lead benefit professional. It maybe account fact me show success. Company own example case.,2025-02-08
WL_000315,MV Angela Bridges,,Vessel,Fraud,0.67,Iran,,,,"7527 Kennedy Turnpike Apt. 603, New Amanda, AL 55501",001-645-311-9637x77869,,,FATF,2021-04-07,Inactive,Address money scientist eye wife science. Brother certainly trouble hear final some gun hospital. Discuss expect especially decade.,2024-08-14
WL_000316,Khalil-Alicia Perez,,Individual,Drug Trafficking,0.63,Russia,1979-08-16,B09324313,,"987 Harris Plain, New Valerie, NV 62048",,carrolltracie@example.net,"Conservation officer, nature",FATF,2018-05-09,Inactive,"Forward serve base shake reality.
Common brother thus history traditional floor election. Performance social situation sure full mother level. Market trouble information of example.",2025-03-08
WL_000317,MV Matthew Hayes,,Vessel,Drug Trafficking,0.63,Belarus,,,,,,vasquezjonathan@example.org,,EU,2020-09-23,Active,,2025-06-15
WL_000318,MV Melvin Black,,Vessel,Terrorism Financing,0.7,Mali,,,,,001-534-575-4519x01580,,,FATF,2019-02-03,Active,Ground partner rest six tonight laugh. Pattern early subject choose member stock series two. Together range result let.,2025-02-07
WL_000319,Smith-Warner 328,,Aircraft,Sanctions Violation,0.71,India,,,,,218-499-5467,,,EU,2020-07-11,Active,,2025-04-15
WL_000320,Zhang-Davis,,Organization,Terrorism Financing,0.84,India,,,,"069 Hunter Mountains, Raymondchester, TN 74387",,,,OFAC,2019-06-13,Inactive,,2025-04-29
WL_000321,"Mcdonald, Smith and Harris",Garza-Martinez,Organization,Human Trafficking,0.64,China,,,,,368.954.7944x29844,,,UN,2017-07-11,Inactive,"Lot carry past. Serve mouth mouth natural go apply threat.
Eight size in method. Someone evidence board nor mission citizen.
Adult area trip option. Over professional however such both.",2024-09-30
WL_000322,"Villanueva, Benjamin and Miller",,Organization,Organized Crime,0.95,Venezuela,,,,"507 Sutton Heights Suite 393, New Betty, CO 00689",,,,FATF,2022-09-25,Under Review,,2025-02-11
WL_000323,Nicholas Turner,,Individual,Organized Crime,0.7,Somalia,1952-10-17,342676512,400-51-2592,"176 Alyssa Burgs, Jenniferville, NM 04798",,,"Engineer, petroleum",OFAC,2024-05-02,Under Review,Door defense least response page against phone. Trade government guess authority mission official.,2024-10-03
WL_000324,MV Denise Garza,,Vessel,Corruption,0.83,Belarus,,,,"284 Turner Place Apt. 028, Brownview, OK 76466",001-544-935-8061x885,,,SEBI,2018-11-30,Active,,2024-09-17
WL_000325,Andrew Richardson,,Individual,Organized Crime,0.85,Nicaragua,1989-02-18,,,,,,,SEBI,2015-09-03,Active,,2025-02-05
WL_000326,John Cook,Audrey Smith; Marc Pierce,Individual,Drug Trafficking,0.64,Belarus,1948-12-25,K65538113,,,+1-933-715-6732x3733,,"Engineer, site",UN,2021-04-27,Inactive,,2025-05-06
WL_000327,Andrea Greene,,Individual,Human Trafficking,0.79,Libya,1956-03-24,009033043,,"13906 Ross Stream Apt. 062, Suttonside, WV 18320",,thompsonzachary@example.net,,SEBI,2020-04-03,Inactive,,2025-05-28
WL_000328,MV Karen Griffin,,Vessel,Organized Crime,0.95,Iran,,,,,,,,FATF,2018-04-07,Inactive,,2024-09-25
WL_000329,Gonzalez and Sons Coalition,,Organization,Human Trafficking,0.8,Libya,,,,"470 Roy Canyon, Kimberlyborough, DE 38650",635-787-7121x927,,,RBI,2025-06-29,Under Review,,2024-10-01
WL_000330,Buckley-Banks Liberation Army,,Organization,Human Trafficking,0.67,Pakistan,,,,"86881 Smith Prairie Apt. 614, North Alexis, MD 19776",+1-969-505-7090x94355,,,RBI,2015-11-23,Under Review,"Interview wish ever. Ever summer put do after lawyer. Into use than.
Language quickly evening generation. Beyond close film street.",2024-12-17
WL_000331,Carr-Jordan 436,,Aircraft,Corruption,0.91,Lebanon,,,,"322 Chambers Brooks, North Ana, WV 77424",512-793-7721x051,angela12@example.com,,SEBI,2025-03-13,Inactive,,2024-08-01
WL_000332,Amanda Henderson,,Individual,Fraud,0.96,Mali,1990-12-09,945283237,,,,,,UN,2023-01-18,Active,,2025-02-17
WL_000333,MV Brian Lopez,,Vessel,Fraud,0.64,Afghanistan,,,,,,lori82@example.net,,RBI,2024-02-03,Inactive,Cell message military use professor. Good by as special over system can. Note fish night reach help know sound rest. Sense example still military tree read author control.,2024-07-12
WL_000334,Sandra Lewis,,Individual,Terrorism Financing,0.8,Venezuela,1988-04-08,,813-73-4652,"30531 Mark Ports, Lake Ryanside, MP 67128",,,,RBI,2020-09-03,Under Review,"Past protect large hair. Detail service growth. Which significant whether keep instead article.
Role bit cover various team financial. Fly technology cost wind guy cell four.",2025-05-13
WL_000335,Monica Vega,,Individual,Fraud,0.76,Yemen,1991-09-14,985027543,080-72-8365,,,beckyhuber@example.net,,OFAC,2016-11-05,Inactive,,2025-06-18
WL_000336,Dean-Foster,,Organization,Sanctions Violation,0.77,Belarus,,,,"92408 Michael Crest Apt. 631, Johnsonmouth, ID 19559",,nicholsdean@example.org,,FATF,2022-05-27,Under Review,,2025-05-22
WL_000337,James Morales,Danielle Pierce; Rebecca Sullivan; Gregory Anderson,Individual,Human Trafficking,0.81,Nicaragua,1979-03-25,,,,001-328-736-8042x098,,,ED,2019-06-28,Under Review,,2025-05-20
WL_000338,Jacqueline Knox,,Individual,Terrorism Financing,0.95,Pakistan,1956-01-13,F14452131,858-74-2842,"354 Price Oval Apt. 107, East Karla, TN 26493",,,,EU,2018-10-01,Under Review,"Opportunity again offer.
Almost live significant trouble. Image talk gun over.
Fight third something international politics business entire.",2024-12-12
WL_000339,MV Dustin Andrews,,Vessel,Politically Exposed Person (PEP),0.63,Yemen,,,,"328 Jenna Mountains, Lake Michaelbury, AL 42418",(827)513-6280x070,,,ED,2021-04-21,Under Review,"Window manage food across.
Probably hour specific story. Father around cup save. Month data space sure player necessary.",2025-07-01
WL_000340,"Wiley, Mullins and Carter 992",,Aircraft,Fraud,0.83,Iraq,,,,"USCGC Johnson, FPO AA 30560",,,,FATF,2021-08-29,Under Review,"Staff my girl finally.
Team natural race blue. Toward value moment stage vote.",2025-07-02
WL_000341,Gordon-Daniels 427,,Aircraft,Money Laundering,0.61,Cuba,,,,,2414972638,kennethmurray@example.net,,SEBI,2019-10-03,Active,"Positive group stock use brother most. Safe character hard better. Position picture describe enjoy.
Choice need clear soon laugh painting. Impact environment parent child cold.",2025-01-01
WL_000342,Thomas Reed,Stephanie Snyder; Hector Carter; Melissa Guerra,Individual,Terrorism Financing,0.64,Mali,1972-07-05,U03910672,,"592 Wood Mews, Kingburgh, DE 17514",+1-784-361-3172x459,obutler@example.org,,OFAC,2022-11-22,Under Review,,2024-08-24
WL_000343,Graves Group Network,,Organization,Money Laundering,0.99,Sudan,,,,"507 Jenkins Dale Apt. 958, South Jamesborough, MN 50441",+1-624-705-4567x75695,lopezsara@example.net,,SEBI,2019-07-04,Active,,2025-05-12
WL_000344,Johnson and Sons 671,,Aircraft,Terrorism Financing,0.75,China,,,,"625 Sutton Corner, Port Ginaside, OR 36017",,,,EU,2024-09-09,Active,,2024-09-11
WL_000345,Reid-Jimenez Coalition,,Organization,Organized Crime,0.95,Venezuela,,,,"PSC 3181, Box 2702, APO AE 69848",503.339.4831x80434,,,ED,2022-10-17,Active,Fact worker indeed often. Worry oil notice born mean. With fall push scientist surface part. Game answer goal job respond build second.,2024-11-08
WL_000346,Graham-Graves,,Organization,Money Laundering,0.9,Belarus,,,,"Unit 9020 Box 4800, DPO AA 15221",,lucasdaniel@example.org,,SEBI,2017-07-23,Under Review,,2025-05-12
WL_000347,Farid-Amber Collins,,Individual,Organized Crime,0.86,North Korea,1995-11-24,D98930532,641-73-4413,"30793 William Mountains, Alexanderton, SC 36154",001-918-524-2650x2632,,Management consultant,ED,2022-07-12,Active,"Suffer direction since direction. Our art language course. Small item rest.
Campaign turn range line system middle. Away game tell feeling forget fill.",2025-05-02
WL_000348,Hector Walters,Jason Smith,Individual,Human Trafficking,0.86,Libya,1996-05-16,,,,001-686-802-4429x453,,,UN,2024-12-20,Inactive,"Wrong kid course scientist owner clearly hope. Big light offer floor. Authority risk probably determine million beyond.
Upon since so now defense floor type. Southern model different because I.",2024-09-21
WL_000349,"Garcia, King and Gonzales",,Organization,Drug Trafficking,0.96,Lebanon,,,,"110 Thomas Port Apt. 988, Port Jacquelineshire, VI 84893",,,,FATF,2016-03-02,Active,,2024-10-01
WL_000350,Allen-Martinez Cartel,Yates and Sons,Organization,Terrorism Financing,0.9,North Korea,,,,"39470 Keith Knoll, Staffordshire, CT 92866",,,,UN,2022-01-24,Inactive,Show offer seat deep decade understand truth. Mission north season drop change before head card. Explain push live no what baby science.,2025-06-20
WL_000351,Bin-Emily Carter,,Individual,Terrorism Financing,0.74,Belarus,1955-11-25,,,,,,,EU,2015-09-09,Under Review,Conference but make sign. Bed blood money story ability speak. Let finally only lose with movement tax remember.,2025-05-07
WL_000352,Lopez LLC Holdings,,Organization,Tax Evasion,0.98,Somalia,,,,"57570 Janice Plain Suite 484, West Kimberlyburgh, WY 99834",,,,EU,2020-04-01,Active,,2025-02-19
WL_000353,Rodriguez Inc 569,,Aircraft,Human Trafficking,0.7,Iran,,,,"38696 Jamie Prairie Suite 710, Christineberg, VI 63507",988-734-7823,,,UN,2020-11-14,Inactive,,2025-03-09
WL_000354,Crystal Freeman,,Individual,Corruption,0.65,Myanmar,1980-08-02,455660603,,,+1-342-868-3021,,"Programmer, systems",RBI,2016-01-13,Inactive,"Carry ahead lawyer place finally design base. Safe offer seat article Democrat check scientist. Front condition rather night we.
Study home financial. Model since so different recognize trip.",2024-11-22
WL_000355,John Johnson,Kristin Sanchez,Individual,Tax Evasion,0.68,Belarus,1950-02-22,701253580,,,400.744.3709x31120,bushroberta@example.net,,FATF,2015-10-04,Under Review,,2025-02-15
WL_000356,Mohammed-Caleb Ward,Benjamin Carrillo; Mark Powers,Individual,Sanctions Violation,0.88,Libya,1992-11-04,X35418779,680-80-8120,"PSC 5810, Box 8847, APO AA 90452",,pattonchristine@example.org,,ED,2020-07-24,Under Review,,2024-07-31
WL_000357,MV Stacy Hancock,,Vessel,Organized Crime,0.72,Venezuela,,,,"054 Olivia Shore Suite 070, Brandonton, MH 33485",,,,EU,2020-02-01,Under Review,,2024-11-16
WL_000358,MV Melanie Lee,,Vessel,Human Trafficking,0.61,China,,,,"612 David Courts Suite 905, Lisatown, AK 46652",,,,ED,2024-01-30,Under Review,,2025-01-25
WL_000359,Sarah Sellers,,Individual,Money Laundering,0.65,Afghanistan,1994-02-13,M15837698,838-15-9340,"9563 Davis Cape Apt. 331, South Elizabethview, IN 49029",,,,FATF,2023-01-07,Inactive,,2025-02-26
WL_000360,MV Kim Love,,Vessel,Politically Exposed Person (PEP),0.78,India,,,,,,,,EU,2023-11-05,Active,,2024-10-10
WL_000361,"Richardson, Bridges and Byrd 929",,Aircraft,Sanctions Violation,0.74,Afghanistan,,,,,+1-575-644-4679x13974,brian32@example.org,,ED,2023-04-26,Under Review,Trial always play plan sound. Water thing and out leader me focus. Whom ago any glass.,2024-10-13
WL_000362,John Allen,Carol Mason; David Le,Individual,Terrorism Financing,0.66,Myanmar,1964-10-11,763400663,,,,,"Production assistant, television",RBI,2021-02-09,Inactive,"Have its once institution everybody what project. World will pretty never fund wife.
May son present human.
Couple involve agreement trip before brother somebody. Hot food fall analysis PM.",2024-07-05
WL_000363,Wright Ltd,Christensen LLC,Organization,Money Laundering,0.83,Mali,,,,"669 Bond Station, North Devin, RI 30874",(625)928-2445x20539,,,OFAC,2025-01-28,Inactive,"Street share test eye. Western medical my seat black hundred. Suggest reason difference get.
Example lose detail light. Share deep idea heavy.",2024-07-30
WL_000364,"Sullivan, West and Tanner 934",,Aircraft,Drug Trafficking,0.69,Sudan,,,,"39065 Curtis Junctions Suite 368, West Jeffreyland, SC 04730",+1-360-605-5556x763,,,ED,2018-01-08,Inactive,Property technology listen responsibility loss. Simple million experience decision enjoy. Hand business sometimes able.,2025-06-01
WL_000365,MV Melissa Anderson,,Vessel,Politically Exposed Person (PEP),0.88,Iraq,,,,"6427 Black Walks Suite 295, Port Heatherville, DC 10682",,,,ED,2019-06-06,Under Review,,2025-04-07
WL_000366,"Perry, Miller and Hayes 608",,Aircraft,Human Trafficking,0.99,Libya,,,,,+1-593-863-4894x72349,batesbrian@example.com,,OFAC,2019-06-26,Inactive,,2025-02-20
WL_000367,Hinton and Sons 297,,Aircraft,Politically Exposed Person (PEP),0.64,India,,,,,,,,FATF,2022-06-19,Active,"Cultural hospital side information note. Remain after prevent create plan any item.
Instead military summer century. Pm indicate anything now true. Follow grow across tend.",2024-11-20
WL_000368,"Burke, Rogers and White 670",,Aircraft,Drug Trafficking,0.76,North Korea,,,,"16533 Aaron Greens Apt. 887, Clarkberg, AS 46967",917-694-4726,,,EU,2023-08-17,Active,,2025-05-29
WL_000369,MV Henry Rowe,,Vessel,Organized Crime,0.94,Venezuela,,,,,787.518.3005x23998,imason@example.net,,ED,2025-06-02,Active,,2024-08-25
WL_000370,MV Kathryn Moyer,,Vessel,Fraud,0.98,Lebanon,,,,"3749 Carter Mountain Apt. 187, Sarahburgh, LA 26157",858.291.9515x9196,marc59@example.net,,SEBI,2022-01-06,Under Review,"Simple forget value walk know. Wrong or can sense. Sure experience message speak appear line radio.
Piece small either. Shake address student. Car treatment together suffer push.",2024-08-09
WL_000371,MV Kristina Martinez,,Vessel,Fraud,0.87,Myanmar,,,,,,josephsoto@example.com,,FATF,2018-06-07,Under Review,,2025-06-08
WL_000372,MV Angel Lopez,,Vessel,Sanctions Violation,0.89,Mali,,,,,333.491.2647x972,,,FATF,2021-03-14,Under Review,,2025-02-15
WL_000373,MV Jessica Doyle,,Vessel,Human Trafficking,0.81,China,,,,"203 Stacey Motorway Apt. 828, New Matthew, GA 15938",,,,RBI,2021-04-16,Active,"Human dream inside ever I hair make. Woman bank give crime environmental customer. Perhaps road southern safe director four.
Listen upon western recent building under. Because bad your none century.",2024-07-27
WL_000374,"Duncan, Dean and Patel 146",,Aircraft,Money Laundering,0.61,Iran,,,,"3541 Heidi Shores, Christineborough, CT 31145",,,,SEBI,2016-07-23,Under Review,,2024-11-12
WL_000375,"Lozano, Wagner and Sims Syndicate",,Organization,Fraud,0.72,Pakistan,,,,"9519 Heidi Center Apt. 266, New Wendyton, CT 04858",+1-787-749-6941,,,OFAC,2018-05-20,Under Review,Shoulder easy pass. Understand home idea affect commercial government place. Wish public practice lot choice. Example seem stuff series true radio positive.,2025-02-28
WL_000376,MV Allison Moore,,Vessel,Money Laundering,0.74,Sudan,,,,"06839 Morgan Prairie, Paulmouth, OR 15110",,,,SEBI,2019-10-24,Inactive,Nothing when child sport. North admit everything rest. Marriage everybody reflect general eight very kid.,2025-03-04
WL_000377,Green-Rodriguez,,Organization,Organized Crime,0.69,Myanmar,,,,"88464 Taylor Light, Wallton, FL 71374",,,,SEBI,2025-04-22,Active,"Image early win same. With challenge list watch from general participant.
Our kind again voice market. A officer production magazine seat expert.",2024-07-18
WL_000378,"Jefferson, Smith and Roberts 901",,Aircraft,Human Trafficking,0.98,Mali,,,,,,adam94@example.org,,ED,2020-02-05,Active,"Imagine help beat would writer cultural.
Politics event environmental hear. Star into throughout night election his.",2024-07-07
WL_000379,MV Darren Pacheco,,Vessel,Tax Evasion,0.91,Belarus,,,,,,hallchristine@example.org,,OFAC,2023-05-13,Inactive,,2024-11-13
WL_000380,MV Anthony Dunn,,Vessel,Organized Crime,0.73,Myanmar,,,,,001-567-988-1336x7085,,,SEBI,2021-11-07,Inactive,,2024-07-07
WL_000381,Lopez-Pham Syndicate,,Organization,Money Laundering,0.81,China,,,,"4425 Holly Forks, East Patriciaport, AS 51597",968.498.4196,,,ED,2021-06-30,Active,,2024-12-14
WL_000382,Holmes LLC 703,,Aircraft,Sanctions Violation,0.73,Syria,,,,,,,,RBI,2019-02-23,Under Review,,2024-12-20
WL_000383,Emily Lang,,Individual,Corruption,0.74,Iran,1972-02-01,999156951,,"13831 Tina Station Apt. 019, New Saraside, DC 31056",001-301-566-1953x007,,"Physicist, medical",OFAC,2025-03-21,Inactive,,2025-03-10
WL_000384,Amanda Aguilar,,Individual,Organized Crime,0.63,Iran,1971-05-07,,,,911.621.6616x1937,ntorres@example.org,,ED,2021-06-17,Inactive,,2024-12-24
WL_000385,Morgan and Sons Trust,,Organization,Human Trafficking,0.6,Myanmar,,,,,001-599-681-5635x9776,smithcrystal@example.com,,RBI,2015-11-29,Under Review,,2024-11-12
WL_000386,Walker-Hickman 945,,Aircraft,Drug Trafficking,0.71,Nicaragua,,,,"750 George Views, South Darin, WV 21431",327.767.6727x60203,,,EU,2018-04-25,Under Review,,2025-02-15
WL_000387,"Oneill, Pope and Hamilton Council","Monroe, Robinson and Williams",Organization,Terrorism Financing,0.94,Iran,,,,"898 Baldwin Club Apt. 587, North Amy, MH 07183",,,,ED,2022-01-15,Under Review,,2025-01-30
WL_000388,"Lara, Smith and Mcguire",,Organization,Drug Trafficking,0.92,Iraq,,,,,,,,RBI,2023-11-06,Inactive,Rise decide actually stock parent. Member company my technology budget. Role walk ahead apply benefit natural owner office.,2025-01-09
WL_000389,Hassan-Melinda Miller,Allen Mathis,Individual,Organized Crime,0.63,Lebanon,1969-04-06,,871-17-0089,"037 Miranda Lakes Apt. 635, Danielleside, MP 40893",001-950-218-0311x3138,,"Designer, multimedia",RBI,2015-10-23,Under Review,,2025-05-23
WL_000390,Bell-Martin 434,,Aircraft,Corruption,0.62,Afghanistan,,,,,562-388-3904,,,SEBI,2017-09-19,Inactive,,2024-10-27
WL_000391,Melissa Johnson,,Individual,Human Trafficking,0.9,Belarus,1981-02-19,O43655446,555-01-4097,,583-798-2437,joshua63@example.org,,RBI,2021-08-03,Inactive,"Defense carry officer down bar.
Money doctor floor goal give term. Set scene card.
Vote inside glass recent factor off stock debate. Out sure require modern three vote.",2024-12-11
WL_000392,Mohammed-Lorraine Barnes,Julie Travis,Individual,Organized Crime,0.72,Belarus,1978-06-14,,484-26-0855,,,,,RBI,2023-02-14,Active,"Religious test teacher happy office make. Consider easy nothing.
Half coach happy idea role. Bar blood nearly tough hold. Education continue establish assume.",2024-09-05
